"bionet_name","species_code","suggested_name","taxon_rank","dcterms_rightsHolder","dcterms_rights","dcterms_language","dcterms_type","dcterms_modified","dcterms_available","speciesID","taxonRank","kingdomID","kingdom","classID","class","orderID","order","familyID","family","sortOrder","genusID","genus","parentSpeciesID","specificEpithet","infraspecificEpithet","scientificNameAuthorship","scientificNameID","speciesCode_Synonym","scientificName","scientificNameHTML","vernacularName","otherVernacularNames","taxonID","currentVernacularName","isCurrent","generalTypeID","generalType","establishmentMeans","primaryGrowthForm","primaryGrowthFormGroup","secondaryGrowthForms","secondaryGrowthFormGroups","stateConservation","protectedInNSW","sensitivityClass","TSProfileID","countryConservation","highThreatWeed","widelyCultivatedNativeSpecies","CAMBA","JAMBA","ROKAMBA"
"Eremophila maculata var. maculata","13228","Eremophila maculata subsp. maculata","variety","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2022-12-21 00:45:16.467,2008-04-17 03:49:05,18608,"Variety",139,"Plantae",38,"Flora",137,"Flora",172,"Scrophulariaceae",18041,2838,"Eremophila",10152,"maculata","maculata","(Ker Gawl.) F.Muell.",18608,"13227","Eremophila maculata subsp. maculata","<em>Eremophila maculata </em>subsp.<em> maculata</em>",NA,NA,18609,NA,FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Eremophila maculata var. maculata","13228","Eremophila maculata subsp. maculata","variety","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2022-12-21 00:45:16.467,2008-04-17 03:49:05,18609,"Variety",139,"Plantae",38,"Flora",137,"Flora",172,"Scrophulariaceae",18041,2838,"Eremophila",10152,"maculata","maculata","(Ker Gawl.) F.Muell.",18609,"13228","Eremophila maculata var. maculata","<em>Eremophila maculata </em>var.<em> maculata</em>",NA,NA,18609,NA,TRUE,NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Myoporum insulare subsp. A","13229","Myoporum insulare","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2022-12-21 00:45:16.883,2008-04-17 03:49:05,18610,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",172,"Scrophulariaceae",18086,3511,"Myoporum",9345,"insulare","A","R.Br.",18610,"13229","Myoporum insulare subsp. A","<em>Myoporum insulare </em>subsp.<em> A</em>",NA,NA,18610,NA,TRUE,NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)","Tree","Tree (TG)","Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Myoporum insulare subsp. B","13230","Myoporum insulare","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2022-12-21 00:45:17.297,2008-04-17 03:49:05,18611,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",172,"Scrophulariaceae",18087,3511,"Myoporum",9345,"insulare","B","R.Br.",18611,"13230","Myoporum insulare subsp. B","<em>Myoporum insulare </em>subsp.<em> B</em>",NA,NA,18611,NA,TRUE,NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)","Tree","Tree (TG)","Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Chloris barbata","13419","Chloris barbata","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2010-05-04 04:47:01,2008-04-17 03:49:13,18800,"Species",139,"Plantae",38,"Flora",137,"Flora",159,"Poaceae",15464,2468,"Chloris",18800,"barbata",NA,"Sw.",18800,"13419","Chloris barbata","<em>Chloris barbata</em>",NA,NA,18800,NA,TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Tapeinosperma repandulum","13233","Tapeinosperma repandulum","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2018-07-11 02:44:10.477,2008-04-17 03:49:05,18614,"Species",139,"Plantae",38,"Flora",137,"Flora",332,"Primulaceae",16476,4183,"Tapeinosperma",18614,"repandulum",NA,"(F.Muell.) Jackes",18614,"13233","Tapeinosperma repandulum","<em>Tapeinosperma repandulum</em>",NA,NA,18614,NA,TRUE,NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)","Tree","Tree (TG)","Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Angophora jungens","13234","Angophora sp. [Angophora jungens]","genus","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:25:03.58,2008-04-17 03:49:05,18615,"Species",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13085,2090,"Angophora",18615,"jungens",NA,NA,18615,"13234","Angophora jungens","<em>Angophora jungens</em>",NA,NA,18615,NA,TRUE,NA,NA,"Alive in NSW, Native","Tree","Tree (TG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Backhousia angustifolia","13235","Backhousia angustifolia","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:25:03.8,2008-04-17 03:49:05,18616,"Species",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13102,2215,"Backhousia",18616,"angustifolia",NA,"F.Muell.",18616,"13235","Backhousia angustifolia","<em>Backhousia angustifolia</em>","Narrow Leaf Myrtle",NA,18616,"Narrow Leaf Myrtle",TRUE,NA,NA,"Alive in NSW, Native","Tree","Tree (TG)","Shrub","Shrub (SG)","Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Callistemon lilacinus","13237","Callistemon lilacinus","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:25:04.033,2008-04-17 03:49:05,18618,"Species",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13132,2345,"Callistemon",18618,"lilacinus",NA,"Cheel",18618,"13237","Callistemon lilacinus","<em>Callistemon lilacinus</em>",NA,NA,18618,NA,TRUE,NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)","Tree","Tree (TG)","Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Callistemon sp. Rock of Gibraltar","13238","Callistemon sp. Rock of Gibraltar (L.M.Copeland 3618)","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2020-03-23 03:00:09.787,2008-04-17 03:49:05,18619,"Species",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13157,2345,"Callistemon",18619,"sp. Rock of Gibraltar",NA,"(L.M.Copeland 3618)",18619,"13238","Callistemon sp. Rock of Gibraltar","<em>Callistemon sp. Rock of Gibraltar</em>",NA,NA,18619,NA,TRUE,184,"Shrubs","Alive in NSW, Native","Shrub","Shrub (SG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Calothamnus quadrifidus","13239","Calothamnus quadrifidus","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2009-08-04 23:20:50,2008-04-17 03:49:05,18620,"Species",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13162,2357,"Calothamnus",18620,"quadrifidus",NA,"R.Br.",18620,"13239","Calothamnus quadrifidus","<em>Calothamnus quadrifidus</em>",NA,NA,18620,NA,TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Calytrix achaeta","13240","Calytrix achaeta","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:25:04.47,2008-04-17 03:49:05,18621,"Species",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13163,2363,"Calytrix",18621,"achaeta",NA,"(F.Muell.) Benth.",18621,"13240","Calytrix achaeta","<em>Calytrix achaeta</em>",NA,NA,18621,NA,TRUE,NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)","Heath shrub","Shrub (SG)","Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Calytrix acutifolia","13241","Calytrix acutifolia","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2009-08-04 23:25:04,2008-04-17 03:49:05,18622,"Species",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13164,2363,"Calytrix",18622,"acutifolia",NA,"(Lindl.) Craven",18622,"13241","Calytrix acutifolia","<em>Calytrix acutifolia</em>",NA,NA,18622,NA,TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Eucalyptus burdettiana","13248","Eucalyptus burdettiana","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2009-08-06 01:13:25,2008-04-17 03:49:06,18629,"Species",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13263,2862,"Eucalyptus",18629,"burdettiana",NA,"Blakely & Steedman",18629,"13248","Eucalyptus burdettiana","<em>Eucalyptus burdettiana</em>",NA,NA,18629,NA,TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Eucalyptus casca","13251","Eucalyptus caesia","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:25:04.707,2008-04-17 03:49:06,18632,"Species",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13294,2862,"Eucalyptus",18632,"casca",NA,NA,18632,"13251","Eucalyptus casca","<em>Eucalyptus casca</em>",NA,NA,18632,NA,TRUE,NA,NA,"Alive in NSW, Native","Tree","Tree (TG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Eucalyptus croajingolensis subsp. blanda","13253","Eucalyptus croajingolensis","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:25:04.927,2008-04-17 03:49:06,18634,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13321,2862,"Eucalyptus",3960,"croajingolensis","blanda","L.A.S.Johnson & K.D.Hill",18634,"13253","Eucalyptus croajingolensis subsp. blanda","<em>Eucalyptus croajingolensis </em>subsp.<em> blanda</em>",NA,NA,18634,NA,TRUE,NA,NA,"Alive in NSW, Native","Tree","Tree (TG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Eucalyptus x dixsonii","13254","Eucalyptus dives x Eucalyptus radiata","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:25:05.143,2008-04-17 03:49:06,18635,"Species",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13634,2862,"Eucalyptus",18635,"x dixsonii",NA,"F.W.Wakef.",18635,"13254","Eucalyptus x dixsonii","<em>Eucalyptus x dixsonii</em>",NA,NA,18635,NA,TRUE,NA,NA,"Alive in NSW, Native","Tree","Tree (TG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Eucalyptus x dixsonii","13254","Eucalyptus dives x Eucalyptus radiata","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:25:05.143,2008-04-17 03:49:06,20119,"Species",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13634,2862,"Eucalyptus",18635,"x dixsonii",NA,"F.W.Wakef.",20119,"14150","Eucalyptus x radiodives","<em>Eucalyptus x radiodives</em>",NA,NA,18635,NA,FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Eucalyptus exserta subsp. umbellata","13255","Eucalyptus exserta","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:25:05.363,2008-04-17 03:49:06,18636,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13356,2862,"Eucalyptus",3634,"exserta","umbellata","F.Muell.",18636,"13255","Eucalyptus exserta subsp. umbellata","<em>Eucalyptus exserta </em>subsp.<em> umbellata</em>",NA,NA,18636,NA,TRUE,NA,NA,"Alive in NSW, Native","Tree","Tree (TG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Eucalyptus goniocalyx subsp. goniocalyx","13256","Eucalyptus goniocalyx subsp. goniocalyx","subspecies","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:25:05.58,2008-04-17 03:49:06,18637,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13377,2862,"Eucalyptus",8564,"goniocalyx","goniocalyx","Miq.",18637,"13256","Eucalyptus goniocalyx subsp. goniocalyx","<em>Eucalyptus goniocalyx </em>subsp.<em> goniocalyx</em>",NA,NA,18637,NA,TRUE,NA,NA,"Alive in NSW, Native","Tree","Tree (TG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Eucalyptus gracilis subsp. gracilis","13257","Eucalyptus gracilis","subspecies","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:25:05.8,2008-04-17 03:49:06,18638,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13379,2862,"Eucalyptus",3635,"gracilis","gracilis","F.Muell.",18638,"13257","Eucalyptus gracilis subsp. gracilis","<em>Eucalyptus gracilis </em>subsp.<em> gracilis</em>",NA,NA,18638,NA,TRUE,NA,NA,"Alive in NSW, Native","Mallee tree","Tree (TG)","Tree","Tree (TG)","Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Eucalyptus gregsoniana subsp. pauciflora","13258","Eucalyptus gregsoniana","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:25:06.003,2008-04-17 03:49:06,18639,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13383,2862,"Eucalyptus",10686,"gregsoniana","pauciflora","L.A.S.Johnson & Blaxell",18639,"13258","Eucalyptus gregsoniana subsp. pauciflora","<em>Eucalyptus gregsoniana </em>subsp.<em> pauciflora</em>",NA,NA,18639,NA,TRUE,NA,NA,"Alive in NSW, Native","Mallee tree","Tree (TG)","Tree","Tree (TG)","Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Eucalyptus gymnanthera","13259","Eucalyptus sp. [Eucalyptus gymnanthera]","genus","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:25:06.237,2008-04-17 03:49:06,18640,"Species",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13385,2862,"Eucalyptus",18640,"gymnanthera",NA,"L.A.S.Johnson",18640,"13259","Eucalyptus gymnanthera","<em>Eucalyptus gymnanthera</em>",NA,NA,18640,NA,TRUE,NA,NA,"Alive in NSW, Native","Tree","Tree (TG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Eucalyptus macleayana","13261","Eucalyptus sp. [Eucalyptus macleayana]","genus","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:25:06.487,2008-04-17 03:49:06,18642,"Species",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13414,2862,"Eucalyptus",18642,"macleayana",NA,NA,18642,"13261","Eucalyptus macleayana","<em>Eucalyptus macleayana</em>",NA,NA,18642,NA,TRUE,NA,NA,"Alive in NSW, Native","Tree","Tree (TG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Eucalyptus melliodora var. rosea","13264","Eucalyptus melliodora","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-11-30 06:24:11.9,2008-04-17 03:49:06,18645,"Variety",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13428,2862,"Eucalyptus",2945,"melliodora","rosea","A.Cunn. ex Schauer",18645,"13264","Eucalyptus melliodora var. rosea","<em>Eucalyptus melliodora </em>var.<em> rosea</em>",NA,NA,18645,NA,TRUE,NA,NA,"Alive in NSW, Native","Tree","Tree (TG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Eucalyptus nobilis subsp. nobilis","13266","Eucalyptus nobilis","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:25:06.94,2008-04-17 03:49:07,18647,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13448,2862,"Eucalyptus",3631,"nobilis","nobilis","L.A.S.Johnson & K.D.Hill",18647,"13266","Eucalyptus nobilis subsp. nobilis","<em>Eucalyptus nobilis </em>subsp.<em> nobilis</em>",NA,NA,18647,NA,TRUE,NA,NA,"Alive in NSW, Native","Tree","Tree (TG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Eucalyptus nubila subsp. nubila","13267","Eucalyptus fibrosa subsp. nubilis","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:25:07.16,2008-04-17 03:49:07,18648,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13453,2862,"Eucalyptus",8253,"nubila","nubila","Maiden & Blakely",18648,"13267","Eucalyptus nubila subsp. nubila","<em>Eucalyptus nubila </em>subsp.<em> nubila</em>",NA,NA,18648,NA,TRUE,NA,NA,"Alive in NSW, Native","Tree","Tree (TG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Eucalyptus obtusa","13268","Eucalyptus camaldulensis subsp. obtusa","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:25:07.38,2008-04-17 03:49:07,18649,"Species",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13458,2862,"Eucalyptus",18649,"obtusa",NA,"L.A.S.Johnson & K.D.Hill",18649,"13268","Eucalyptus obtusa","<em>Eucalyptus obtusa</em>",NA,NA,18649,NA,TRUE,NA,NA,"Alive in NSW, Native","Tree","Tree (TG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Eucalyptus obtusa subsp. obtusa","13269","Eucalyptus oleosa subsp. oleosa","variety","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:25:07.643,2008-04-17 03:49:07,18650,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13459,2862,"Eucalyptus",18649,"obtusa","obtusa","L.A.S.Johnson & K.D.Hill",18650,"13269","Eucalyptus obtusa subsp. obtusa","<em>Eucalyptus obtusa </em>subsp.<em> obtusa</em>",NA,NA,18650,NA,TRUE,NA,NA,"Alive in NSW, Native","Tree","Tree (TG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Eucalyptus odorata","13270","Eucalyptus odorata [alternative possible names: Eucalyptus cajuputea (pro parte misapplied)]","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:25:07.893,2008-04-17 03:49:07,18651,"Species",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13461,2862,"Eucalyptus",18651,"odorata",NA,"Behr & Schltdl.",18651,"13270","Eucalyptus odorata","<em>Eucalyptus odorata</em>",NA,NA,18651,NA,TRUE,NA,NA,"Alive in NSW, Native","Tree","Tree (TG)","Mallee tree","Tree (TG)","Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Eucalyptus ovata subsp. ovata","13271","Eucalyptus ovata subsp. ovata","subspecies","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:25:08.113,2008-04-17 03:49:07,18652,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13470,2862,"Eucalyptus",9143,"ovata","ovata","Labill.",18652,"13271","Eucalyptus ovata subsp. ovata","<em>Eucalyptus ovata </em>subsp.<em> ovata</em>",NA,NA,18652,NA,TRUE,NA,NA,"Alive in NSW, Native","Tree","Tree (TG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Eucalyptus permixta","13272","Eucalyptus pellita [alternative possible names: Eucalyptus resinifera x Eucalyptus tereticornis (pro parte misapplied)]","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:25:08.317,2008-04-17 03:49:07,18653,"Species",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13484,2862,"Eucalyptus",18653,"permixta",NA,NA,18653,"13272","Eucalyptus permixta","<em>Eucalyptus permixta</em>",NA,NA,18653,NA,TRUE,NA,NA,"Alive in NSW, Native","Tree","Tree (TG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Eucalyptus praecox subsp. praecox","13273","Eucalyptus mannifera subsp. praecox","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:25:08.55,2008-04-17 03:49:07,18654,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13500,2862,"Eucalyptus",12704,"praecox","praecox","(Maiden) L. et al.",18654,"13273","Eucalyptus praecox subsp. praecox","<em>Eucalyptus praecox </em>subsp.<em> praecox</em>",NA,NA,18654,NA,TRUE,NA,NA,"Alive in NSW, Native","Tree","Tree (TG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Eucalyptus punctata subsp. arenicola","13274","Eucalyptus punctata","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:25:08.753,2008-04-17 03:49:07,18655,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13510,2862,"Eucalyptus",10380,"punctata","arenicola","L.A.S.Johnson & K.D.Hill",18655,"13274","Eucalyptus punctata subsp. arenicola","<em>Eucalyptus punctata </em>subsp.<em> arenicola</em>",NA,NA,18655,NA,TRUE,NA,NA,"Alive in NSW, Native","Tree","Tree (TG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Eucalyptus punctata subsp. dimidiata","13275","Eucalyptus punctata","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:25:08.973,2008-04-17 03:49:07,18656,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13511,2862,"Eucalyptus",10380,"punctata","dimidiata","DC.",18656,"13275","Eucalyptus punctata subsp. dimidiata","<em>Eucalyptus punctata </em>subsp.<em> dimidiata</em>",NA,NA,18656,NA,TRUE,NA,NA,"Alive in NSW, Native","Tree","Tree (TG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Eucalyptus punctata subsp. punctata","13276","Eucalyptus punctata","variety","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:25:09.16,2008-04-17 03:49:07,18657,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13512,2862,"Eucalyptus",10380,"punctata","punctata","DC.",18657,"13276","Eucalyptus punctata subsp. punctata","<em>Eucalyptus punctata </em>subsp.<em> punctata</em>",NA,NA,18657,NA,TRUE,NA,NA,"Alive in NSW, Native","Tree","Tree (TG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Eucalyptus punctata subsp. wianamattica","13277","Eucalyptus punctata","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:25:09.363,2008-04-17 03:49:07,18658,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13513,2862,"Eucalyptus",10380,"punctata","wianamattica","L.A.S.Johnson & K.D.Hill",18658,"13277","Eucalyptus punctata subsp. wianamattica","<em>Eucalyptus punctata </em>subsp.<em> wianamattica</em>",NA,NA,18658,NA,TRUE,NA,NA,"Alive in NSW, Native","Tree","Tree (TG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Eucalyptus ravida","13278","Eucalyptus ravida","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2009-09-15 03:51:16,2008-04-17 03:49:07,18659,"Species",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13522,2862,"Eucalyptus",18659,"ravida",NA,"L.A.S.Johnson & K.D.Hill",18659,"13278","Eucalyptus ravida","<em>Eucalyptus ravida</em>",NA,NA,18659,NA,TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Eucalyptus scias subsp. tanyula","13279","Eucalyptus scias","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:25:09.58,2008-04-17 03:49:07,18660,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13551,2862,"Eucalyptus",3219,"scias","tanyula","L.A.S.Johnson & K.D.Hill",18660,"13279","Eucalyptus scias subsp. tanyula","<em>Eucalyptus scias </em>subsp.<em> tanyula</em>",NA,NA,18660,NA,TRUE,NA,NA,"Alive in NSW, Native","Tree","Tree (TG)","Mallee tree","Tree (TG)","Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Eucalyptus sclerophylla subsp. inland form","13280","Eucalyptus racemosa","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:25:09.8,2008-04-17 03:49:07,18661,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13553,2862,"Eucalyptus",9344,"sclerophylla","inland form","(Blakely) L.A.S.Johnson & Blaxell",18661,"13280","Eucalyptus sclerophylla subsp. inland form","<em>Eucalyptus sclerophylla </em>subsp.<em> inland form</em>",NA,NA,18661,NA,TRUE,NA,NA,"Alive in NSW, Native","Tree","Tree (TG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
