row_number,trait_code,species,species_code,main_source,original_sources,raw_value,original_notes,norm_value,best,upper,lower
97852,surv5,Poa costiniana,5126,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97853,surv5,Poa fawcettiae,5128,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97854,surv5,Poa hiemata,5131,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97855,surv5,Poa phillipsiana,5136,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97856,surv5,Poa poiformis var. poiformis,11143,NSWFFRDv2.1,NA,"{""Life span"",<5}",NA,NA,NA,5,NA
97857,surv5,Podocarpus spinulosus,5248,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97858,surv5,Podolepis canescens,1630,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97859,surv5,Podolepis capillaris,1631,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97860,surv5,Podolepis jaceoides,1633,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97861,surv5,Podolepis robusta,1637,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",15?}","{""Cell color index 12"",uncertain}",NA,15,NA,NA
97862,surv5,Podolobium alpestre,10706,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",50?}","{""Cell color index 12"",uncertain}",NA,50,NA,NA
97863,surv5,Podolobium ilicifolium,9912,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",medium-long}","{""Cell color index 12""}",NA,NA,NA,NA
97864,surv5,Podotheca angustifolia,1639,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97865,surv5,Polycalymma stuartii,11144,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97866,surv5,Polycarpaea corymbosa var. minor,9668,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97867,surv5,Polycarpon tetraphyllum,1979,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97868,surv5,Polyosma cunninghamii,3227,NSWFFRDv2.1,NA,"{""Life span"",>50}",NA,NA,NA,NA,50
97869,surv5,Polypogon monspeliensis,5145,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97870,surv5,Polyscias sambucifolia,1211,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",""indefinite (1)""}",NA,NA,NA,NA,NA
97871,surv5,Polyscias sambucifolia,1211,NSWFFRDv2.1,"{""Chesterfield Taylor Molnar 1990""}","{""Life span"",""<30? (CT)""}",{uncertain},NA,NA,30,NA
97872,surv5,Pomaderris angustifolia,5568,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",10-25}","{""Cell color index 12""}",NA,NA,25,10
97873,surv5,Pomaderris aspera,5571,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Groves ""}","{""Life span"",""10-25 (1); c. 100 (101)""}",NA,NA,NA,25,10
97874,surv5,Pomaderris aspera,5571,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Groves ""}","{""Life span"",""10-25 (1); c. 100 (101)""}",NA,NA,NA,25,10
97875,surv5,Pomaderris betulina subsp. betulina,9865,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",10-25}","{""Cell color index 12""}",NA,NA,25,10
97876,surv5,Pomaderris brunnea,5573,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",10-25}","{""Cell color index 12""}",NA,NA,25,10
97877,surv5,Pomaderris cotoneaster,5576,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",10-25}","{""Cell color index 12""}",NA,NA,25,10
97878,surv5,Pomaderris discolor,5577,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""EcoGIS 2002""}","{""Life span"",""10-25 (1), common at 20 yo site (105)""}",NA,NA,NA,25,10
97879,surv5,Pomaderris discolor,5577,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""EcoGIS 2002""}","{""Life span"",""10-25 (1), common at 20 yo site (105)""}",NA,NA,NA,25,10
97880,surv5,Pomaderris eriocephala,5578,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",10-25}","{""Cell color index 12""}",NA,NA,25,10
97881,surv5,Pomaderris ferruginea,5579,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",10-25}","{""Cell color index 12""}",NA,NA,25,10
97882,surv5,Pomaderris intermedia,7979,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",10-25}","{""Cell color index 12""}",NA,NA,25,10
97883,surv5,Pomaderris lanigera,5581,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",10-25}","{""Cell color index 12""}",NA,NA,25,10
97884,surv5,Pomaderris ledifolia,5582,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",10-25}","{""Cell color index 12""}",NA,NA,25,10
97885,surv5,Pomaderris pauciflora,5589,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",10-25}","{""Cell color index 12""}",NA,NA,25,10
97886,surv5,Pomaderris phylicifolia,5590,NSWFFRDv2.1,"{""RP RFA Tasmania""}","{""Life span"",>10}","{""Cell color index 12""}",NA,NA,NA,10
97887,surv5,Pomaderris sericea,5593,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",10-25}","{""Cell color index 12""}",NA,NA,25,10
97888,surv5,Pomax umbellata,5703,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""EcoGIS 2002""}","{""Life span"",""short-medium (1), present at 22 yo site (105)""}",NA,NA,NA,NA,NA
97889,surv5,Pomax umbellata,5703,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""EcoGIS 2002""}","{""Life span"",""short-medium (1), present at 22 yo site (105)""}",NA,NA,NA,NA,NA
97890,surv5,Poranthera corymbosa,2753,NSWFFRDv2.1,NA,"{""Life span"",<20}",NA,NA,NA,20,NA
97891,surv5,Poranthera microphylla,7395,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97892,surv5,Portulaca oleracea,5324,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97893,surv5,Portulaca oleracea,5324,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",""1-2 (1)""}",NA,NA,NA,2,1
97894,surv5,Potentilla indica,11955,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
97895,surv5,Prasophyllum australe,4491,NSWFFRDv2.1,NA,"{""Life span"",25-60}",NA,NA,NA,60,25
97896,surv5,Prasophyllum brevilabre,4494,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",25-60}","{""Cell color index 12""}",NA,NA,60,25
97897,surv5,Prasophyllum sphacelatum,10935,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",15?}","{""Cell color index 12"",uncertain}",NA,15,NA,NA
97898,surv5,Prasophyllum suttonii,4525,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",15?}","{""Cell color index 12"",uncertain}",NA,15,NA,NA
97899,surv5,Pratia pedunculata,7980,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97900,surv5,Pratia purpurascens,1925,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97901,surv5,Pratia surrepens,1926,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97902,surv5,Prostanthera cuneata,3403,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",""70? (58)""}",{uncertain},NA,70,NA,NA
97903,surv5,Prostanthera cuneata,3403,NSWFFRDv2.1,"{""Williams Ashton 1988""}","{""Life span"","">30-50 (80)""}",NA,NA,NA,50,NA
97904,surv5,Prostanthera cuneata,3403,NSWFFRDv2.1,"{""RP RFA Tasmania""}","{""Life span"","">13 (R42)""}",NA,NA,NA,NA,13
97905,surv5,Prostanthera junonis,9884,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97906,surv5,Prostanthera linearis,3417,NSWFFRDv2.1,NA,"{""Life span"",25-60}","{""Cell color index 12""}",NA,NA,60,25
97907,surv5,Prostanthera scutellarioides,3430,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",25?}","{""Cell color index 12"",uncertain}",NA,25,NA,NA
97908,surv5,Prostanthera teretifolia,3436,NSWFFRDv2.1,"{""Clarke Fulloon 1999""}","{""Life span"",<10?}","{""Cell color index 12"",uncertain}",NA,NA,10,NA
97909,surv5,Pseudanthus orientalis,2756,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",25-60}","{""Cell color index 12""}",NA,NA,60,25
97910,surv5,Pseudanthus orientalis,2756,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",25-60}","{""Cell color index 12""}",NA,NA,60,25
97911,surv5,Pseuderanthemum variabile,1010,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
97912,surv5,Pseudognaphalium luteoalbum,7780,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97913,surv5,Psychrophila introloba,13524,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97914,surv5,Pteridium esculentum,6403,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97915,surv5,Pteridium esculentum,6403,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97916,surv5,Pteris tremula,8175,NSWFFRDv2.1,NA,"{""Life span"",""probably 2-5""}",NA,NA,NA,5,NA
97917,surv5,Pteris vittata,8177,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97918,surv5,Pterostylis parviflora,4566,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",25-60}","{""Cell color index 12""}",NA,NA,60,25
97919,surv5,Ptilothrix deusta,8956,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97920,surv5,Pultenaea aristata,2974,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",5-25}","{""Cell color index 12""}",NA,NA,25,5
97921,surv5,Pultenaea aristata,2974,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",5-25}","{""Cell color index 12""}",NA,NA,25,5
97922,surv5,Pultenaea blakelyi,2977,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",20-30}","{""Cell color index 12""}",NA,NA,30,20
97923,surv5,Pultenaea daphnoides,2985,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm."",""Groves "",""EcoGIS 2002""}","{""Life span"",""5-15 (1, 9), c. 30 (101), present at 20-30 yo sites (105)""}",NA,NA,NA,15,5
97924,surv5,Pultenaea daphnoides,2985,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm."",""Groves "",""EcoGIS 2002""}","{""Life span"",""5-15 (1, 9), c. 30 (101), present at 20-30 yo sites (105)""}",NA,NA,NA,15,5
97925,surv5,Pultenaea daphnoides,2985,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm."",""Groves "",""EcoGIS 2002""}","{""Life span"",""5-15 (1, 9), c. 30 (101), present at 20-30 yo sites (105)""}",NA,NA,NA,15,5
97926,surv5,Pultenaea daphnoides,2985,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm."",""Groves "",""EcoGIS 2002""}","{""Life span"",""5-15 (1, 9), c. 30 (101), present at 20-30 yo sites (105)""}",NA,NA,NA,15,5
97927,surv5,Pultenaea divaricata,2987,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",40-80}","{""Cell color index 12""}",NA,NA,80,40
97928,surv5,Pultenaea parviflora,3007,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",medium}","{""Cell color index 12""}",NA,NA,NA,NA
97929,surv5,Pultenaea retusa,3014,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",5-10}","{""Cell color index 12""}",NA,NA,10,5
97930,surv5,Pultenaea rosmarinifolia,3015,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",20-40}","{""Cell color index 12""}",NA,NA,40,20
97931,surv5,Pultenaea tuberculata,11386,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",40-80}","{""Cell color index 12""}",NA,NA,80,40
97932,surv5,Pycnosorus pleiocephalus,8912,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97933,surv5,Pyrorchis nigricans,10853,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97934,surv5,Pyrrosia rupestris,8163,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97935,surv5,Quintinia sieberi,3228,NSWFFRDv2.1,NA,"{""Life span"",long}",NA,NA,NA,NA,NA
97936,surv5,Ranunculus graniticola,5505,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",15?}","{""Cell color index 12"",uncertain}",NA,15,NA,NA
97937,surv5,Ranunculus gunnianus,5506,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",15?}","{""Cell color index 12"",uncertain}",NA,15,NA,NA
97938,surv5,Ranunculus millanii,5509,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",15?}","{""Cell color index 12"",uncertain}",NA,15,NA,NA
97939,surv5,Ranunculus pimpinellifolius,5517,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",15?}","{""Cell color index 12"",uncertain}",NA,15,NA,NA
97940,surv5,Ranunculus pumilio,5520,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97941,surv5,Ranunculus sessiliflorus,5525,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97942,surv5,Reichardia tingitana,1641,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97943,surv5,Rhagodia candolleana subsp. candolleana,7808,NSWFFRDv2.1,"{""Clarke 1989""}","{""Life span"",5-30}","{""Cell color index 12""}",NA,NA,30,5
97944,surv5,Rhodanthe anthemoides,8563,NSWFFRDv2.1,"{""Wahren Papst Williams 1999"",""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",""15? (58) <5? (1)""}","{""Cell color index 12"",uncertain}",NA,15,NA,NA
97945,surv5,Rhodanthe anthemoides,8563,NSWFFRDv2.1,"{""Wahren Papst Williams 1999"",""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",""15? (58) <5? (1)""}","{""Cell color index 12"",uncertain}",NA,15,NA,NA
97946,surv5,Rhodanthe corymbiflora,8919,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97947,surv5,Rhodanthe laevis,9383,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97948,surv5,Rhodanthe moschata,8921,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97949,surv5,Rhodanthe pygmaea,9384,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97950,surv5,Rhodanthe stuartiana,8922,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97951,surv5,Rhodanthe tietkensii,9421,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97952,surv5,Richea continentis,2651,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",50?}","{""Cell color index 12"",uncertain}",NA,50,NA,NA
97953,surv5,Ricinocarpos pinifolius,2759,NSWFFRDv2.1,"{""Clarke 1989""}","{""Life span"",5-30}","{""Cell color index 12""}",NA,NA,30,5
97954,surv5,Rorippa dictyosperma,1842,NSWFFRDv2.1,"{""McMahon 1987""}","{""Life span"",short}","{""Cell color index 12""}",NA,NA,NA,NA
97955,surv5,Rubus moluccanus var. trilobus,11236,NSWFFRDv2.1,"{""Clarke 1989""}","{""Life span"",5-30}","{""Cell color index 12""}",NA,NA,30,5
97956,surv5,Rubus parvifolius,5642,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97957,surv5,Rulingia hermanniifolia,6146,NSWFFRDv2.1,"{""Benson McDougall 2002""}","{""Life span"",5-10}",NA,NA,NA,10,5
97958,surv5,Rumex brownii,5296,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",1-5}","{""Cell color index 12""}",NA,NA,5,1
97959,surv5,Tripogon loliiformis,5229,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97960,surv5,Rytidosperma nudiflorum,10638,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",5?}","{""Cell color index 12"",uncertain}",NA,5,NA,NA
97961,surv5,Rytidosperma pilosum,14316,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",5?}","{""Cell color index 12"",uncertain}",NA,5,NA,NA
97962,surv5,Rytidosperma setaceum,14322,NSWFFRDv2.1,"{""Specht Rayson Jackman 1958""}","{""Life span"",>25}","{""Cell color index 12""}",NA,NA,NA,25
97963,surv5,Sagina apetala,1980,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97964,surv5,Salsola kali var. kali,7923,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97965,surv5,Sannantha pluriflora ,13751,NSWFFRDv2.1,NA,"{""Life span"",15-20?}",{uncertain},NA,NA,20,15
97966,surv5,Santalum lanceolatum,6384,NSWFFRDv2.1,"{""RP RFA Victoria - North East""}","{""Life span"",>50}","{""Cell color index 12""}",NA,NA,NA,50
97967,surv5,Sarcopetalum harveyanum,3688,NSWFFRDv2.1,"{""Clarke 1989""}","{""Life span"",<5}","{""Cell color index 12""}",NA,NA,5,NA
97968,surv5,Scaevola hookeri,3205,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97969,surv5,Scaevola ramosissima,3208,NSWFFRDv2.1,"{""EcoGIS 2002""}","{""Life span"",""present at 22-30 yo sites""}","{""Cell color index 12""}",NA,NA,NA,NA
97970,surv5,Schismus barbatus,5156,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97971,surv5,Schizachyrium fragile,5157,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97972,surv5,Schizaea bifida,8181,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97973,surv5,Schizaea bifida,8181,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97974,surv5,Schizaea dichotoma,8182,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
97975,surv5,Schizomeria ovata,2275,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",long}","{""Cell color index 12""}",NA,NA,NA,NA
97976,surv5,Schoenus apogon,2491,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97977,surv5,Schoenus brevifolius,2492,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97978,surv5,Schoenus calyptratus,2494,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97979,surv5,Schoenus ericetorum,2495,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97980,surv5,Schoenus imberbis,2496,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
97981,surv5,Schoenus latelaminatus,2498,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97982,surv5,Schoenus lepidosperma subsp. pachylepis,9057,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
97983,surv5,Schoenus maschalinus,2499,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
97984,surv5,Schoenus moorei,2501,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
97985,surv5,Schoenus paludosus,2504,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97986,surv5,Schoenus paludosus,2504,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",""indefinite (9)""}",NA,NA,NA,NA,NA
97987,surv5,Schoenus turbinatus,2507,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97988,surv5,Schoenus villosus,2508,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97989,surv5,Scleranthus biflorus,1985,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97990,surv5,Scleranthus minusculus,1987,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97991,surv5,Scleranthus singuliflorus,1989,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97992,surv5,Scleroblitum atriplicinum,2165,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97993,surv5,Sebaea ovata,3137,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97994,surv5,Secale cereale,5159,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97995,surv5,Selaginella gracillima,8185,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97996,surv5,Selaginella uliginosa,8187,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97997,surv5,Selaginella uliginosa,8187,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97998,surv5,Senecio biserratus,1654,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97999,surv5,Senecio diaschides,7914,NSWFFRDv2.1,NA,"{""Life span"",short}",NA,NA,NA,NA,NA
98000,surv5,Senecio garlandii,7097,NSWFFRDv2.1,NA,"{""Life span"",""relatively long""}",NA,NA,NA,NA,NA
98001,surv5,Senecio glomeratus,1660,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98002,surv5,Senecio glossanthus,1661,NSWFFRDv2.1,NA,"{""Life span"",epemeral}",NA,NA,NA,NA,NA
98003,surv5,Senecio gunnii,1663,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",15?}","{""Cell color index 12"",uncertain}",NA,15,NA,NA
98004,surv5,Senecio hispidulus,1664,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98005,surv5,Senecio hispidulus,1664,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",5-25}","{""Cell color index 12""}",NA,NA,25,5
98006,surv5,Senecio lautus,1666,NSWFFRDv2.1,"{""Hunter Vegetation Washpool National Park Western A"",""Clarke 1989""}","{""Life span"",<5}","{""Cell color index 12""}",NA,NA,5,NA
98007,surv5,Senecio lautus,1666,NSWFFRDv2.1,"{""Hunter Vegetation Washpool National Park Western A"",""Clarke 1989""}","{""Life span"",<5}","{""Cell color index 12""}",NA,NA,5,NA
98008,surv5,Senecio linearifolius,1667,NSWFFRDv2.1,"{""Clarke 1989""}","{""Life span"",<5}","{""Cell color index 12""}",NA,NA,5,NA
98009,surv5,Senecio madagascariensis,6465,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98010,surv5,Senecio minimus,1671,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98011,surv5,Senecio picridioides,11164,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98012,surv5,Senecio pinnatifolius var. alpinus,14039,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",15?}","{""Cell color index 12"",uncertain}",NA,15,NA,NA
98013,surv5,Senecio platylepis,1674,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98014,surv5,Senecio quadridentatus,1675,NSWFFRDv2.1,"{""Purdie Slatyer 1976""}","{""Life span"",annual}","{""Cell color index 12""}",NA,NA,NA,NA
