row_number,trait_code,species,species_code,main_source,original_sources,raw_value,original_notes,norm_value,best,upper,lower
97557,surv5,Isopogon anemonifolius,5433,NSWFFRDv2.1,"{""Bradstock 1990""}","{""Life span"",""c. 50 (29)""}",NA,NA,NA,NA,NA
97558,surv5,Isopogon anemonifolius,5433,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",""40-80 (9)""}",NA,NA,NA,80,40
97559,surv5,Isopogon anethifolius,6839,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""EcoGIS 2002""}","{""Life span"",""medium (1), common & flowering 30 yo site (105)""}",NA,NA,NA,NA,NA
97560,surv5,Isopogon anethifolius,6839,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""EcoGIS 2002""}","{""Life span"",""medium (1), common & flowering 30 yo site (105)""}",NA,NA,NA,NA,NA
97561,surv5,Isopogon dawsonii,5434,NSWFFRDv2.1,NA,"{""Life span"",medium}",NA,NA,NA,NA,NA
97562,surv5,Isotoma fluviatilis subsp. australis,7964,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97563,surv5,Juncus bufonius,3318,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97564,surv5,Juncus capitatus,3324,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97565,surv5,Juncus falcatus,3328,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",15?}","{""Cell color index 12"",uncertain}",NA,15,NA,NA
97566,surv5,Juncus homalocaulis,3333,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",15?}","{""Cell color index 12"",uncertain}",NA,15,NA,NA
97567,surv5,Juncus planifolius,3340,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",5-25}","{""Cell color index 12""}",NA,NA,25,5
97568,surv5,Kennedia retrorsa,2897,NSWFFRDv2.1,"{""Maryott-Brown Wilks 1993""}","{""Life span"",10-20?}","{""Cell color index 12"",uncertain}",NA,NA,20,10
97569,surv5,Kennedia rubicunda,2898,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""EcoGIS 2002""}","{""Life span"",""short-medium (1), common at 20 yo site (105)""}",NA,NA,NA,NA,NA
97570,surv5,Kennedia rubicunda,2898,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""EcoGIS 2002""}","{""Life span"",""short-medium (1), common at 20 yo site (105)""}",NA,NA,NA,NA,NA
97571,surv5,Kunzea ambigua,4204,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""EcoGIS 2002""}","{""Life span"",""15-40 (1), common at 22 yo site (105)""}",NA,NA,NA,40,15
97572,surv5,Kunzea ambigua,4204,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""EcoGIS 2002""}","{""Life span"",""15-40 (1), common at 22 yo site (105)""}",NA,NA,NA,40,15
97573,surv5,Kunzea capitata,4207,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm."",""Clemens Franklin 1980"",""EcoGIS 2002""}","{""Life span"",""40-80 (1, 9), absent or rare in 10 yo heath (46), common & flowering at 15 yo site (105)""}",NA,NA,NA,80,40
97574,surv5,Kunzea capitata,4207,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm."",""Clemens Franklin 1980"",""EcoGIS 2002""}","{""Life span"",""40-80 (1, 9), absent or rare in 10 yo heath (46), common & flowering at 15 yo site (105)""}",NA,NA,NA,80,40
97575,surv5,Kunzea capitata,4207,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm."",""Clemens Franklin 1980"",""EcoGIS 2002""}","{""Life span"",""40-80 (1, 9), absent or rare in 10 yo heath (46), common & flowering at 15 yo site (105)""}",NA,NA,NA,80,40
97576,surv5,Kunzea capitata,4207,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm."",""Clemens Franklin 1980"",""EcoGIS 2002""}","{""Life span"",""40-80 (1, 9), absent or rare in 10 yo heath (46), common & flowering at 15 yo site (105)""}",NA,NA,NA,80,40
97577,surv5,Kunzea ericoides,4208,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>70}","{""Cell color index 12""}",NA,NA,NA,70
97578,surv5,Kunzea muelleri,4209,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",50?}","{""Cell color index 12"",uncertain}",NA,50,NA,NA
97579,surv5,Lachnagrostis filiformis,11388,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97580,surv5,Lagenophora gracilis,11959,NSWFFRDv2.1,"{""EcoGIS 2002""}","{""Life span"",""common & flowering at 20 yo site""}","{""Cell color index 12""}",NA,NA,NA,NA
97581,surv5,Lambertia formosa,5440,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",40-80}","{""Cell color index 12""}",NA,NA,80,40
97582,surv5,Lantana camara,6248,NSWFFRDv2.1,NA,"{""Life span"",5-30}",NA,NA,NA,30,5
97583,surv5,Lastreopsis decomposita,8015,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97584,surv5,Lastreopsis hispida,8016,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
97585,surv5,Laxmannia sessiliflora,3557,NSWFFRDv2.1,"{""Russell Parsons 1978""}","{""Life span"",<15?}","{""Cell color index 12"",uncertain}",NA,NA,15,NA
97586,surv5,Leionema phylicifolium,10734,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",70?}","{""Cell color index 12"",uncertain}",NA,70,NA,NA
97587,surv5,Leionema ralstonii,10735,NSWFFRDv2.1,"{""RP Threatened Flora of Rocky Outcrops in South Eas""}","{""Life span"",long}","{""Cell color index 12""}",NA,NA,NA,NA
97588,surv5,Lepidium hyssopifolium,1822,NSWFFRDv2.1,"{""Williams pers. comm."",""Porteners 1999""}","{""Life span"",""mean 4y, up to 10-15y""}","{""Cell color index 12""}",NA,NA,NA,NA
97589,surv5,Lepidium hyssopifolium,1822,NSWFFRDv2.1,"{""Williams pers. comm."",""Porteners 1999""}","{""Life span"",""mean 4y, up to 10-15y""}","{""Cell color index 12""}",NA,NA,NA,NA
97590,surv5,Lepidium monoplocoides,1824,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97591,surv5,Lepidium pseudotasmanicum,1830,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",1-2}","{""Cell color index 12""}",NA,NA,2,1
97592,surv5,Lepidosperma concavum,8380,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97593,surv5,Lepidosperma laterale,6402,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97594,surv5,Lepidosperma limicola,2469,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
97595,surv5,Lepidosperma neesii,2471,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97596,surv5,Lepidosperma viscidum,11028,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97597,surv5,Leptinella filicula,8703,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97598,surv5,Leptomeria acida,5865,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",25-60}","{""Cell color index 12""}",NA,NA,60,25
97599,surv5,Leptorhynchos elongatus,1554,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",short}","{""Cell color index 12""}",NA,NA,NA,NA
97600,surv5,Leptorhynchos scaber,11104,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97601,surv5,Leptorhynchos squamatus,1557,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97602,surv5,Leptorhynchos waitzia,1559,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97603,surv5,Leptospermum arachnoides,4213,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",40-80}","{""Cell color index 12""}",NA,NA,80,40
97604,surv5,Leptospermum arachnoides,4213,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",40-80}","{""Cell color index 12""}",NA,NA,80,40
97605,surv5,Leptospermum continentale,7970,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",40-80}","{""Cell color index 12""}",NA,NA,80,40
97606,surv5,Leptospermum continentale,7970,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",40-80}","{""Cell color index 12""}",NA,NA,80,40
97607,surv5,Leptospermum grandifolium,7766,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",40-80}","{""Cell color index 12""}",NA,NA,80,40
97608,surv5,Leptospermum grandifolium,7766,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",40-80}","{""Cell color index 12""}",NA,NA,80,40
97609,surv5,Leptospermum juniperinum,4221,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",40-80}","{""Cell color index 12""}",NA,NA,80,40
97610,surv5,Leptospermum laevigatum,4222,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",""30-50; 100-150""}","{""Cell color index 12""}",NA,NA,NA,30
97611,surv5,Lissanthe strigosa subsp. strigosa,10713,NSWFFRDv2.1,NA,"{""Life span"",long}",NA,NA,NA,NA,NA
97612,surv5,Leptospermum myrsinoides,4229,NSWFFRDv2.1,"{""Specht Rayson Jackman 1958""}","{""Life span"",10-25}","{""Cell color index 12""}",NA,NA,25,10
97613,surv5,Leptospermum obovatum,4232,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",25-50?}","{""Cell color index 12"",uncertain}",NA,NA,50,25
97614,surv5,Leptospermum parvifolium,4233,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",40-80}","{""Cell color index 12""}",NA,NA,80,40
97615,surv5,Leptospermum polygalifolium subsp. polygalifolium,8197,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",40-80}","{""Cell color index 12""}",NA,NA,80,40
97616,surv5,Leptospermum squarrosum,4239,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",25-60}","{""Cell color index 12""}",NA,NA,60,25
97617,surv5,Leptospermum thompsonii,8317,NSWFFRDv2.1,NA,"{""Life span"",""at least 25-40""}",NA,NA,NA,40,NA
97618,surv5,Leptospermum trinervium,8486,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",40-80}","{""Cell color index 12""}",NA,NA,80,40
97619,surv5,Lepyrodia anarthria,5535,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
97620,surv5,Lepyrodia scariosa,5541,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97621,surv5,Leucochrysum molle,8924,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97622,surv5,Leucopogon amplexicaulis,2610,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",20-30}","{""Cell color index 12""}",NA,NA,30,20
97623,surv5,Leucopogon ericoides,2616,NSWFFRDv2.1,"{""Keith David pers. comm."",""Benson McDougall Ecology Sydney Plant Species Cunn"",""EcoGIS 2002""}","{""Life span"",""20-40 (9), 5-20 (1), present & flowering at 30 yo site (105)""}",NA,NA,NA,40,20
97624,surv5,Leucopogon ericoides,2616,NSWFFRDv2.1,"{""Keith David pers. comm."",""Benson McDougall Ecology Sydney Plant Species Cunn"",""EcoGIS 2002""}","{""Life span"",""20-40 (9), 5-20 (1), present & flowering at 30 yo site (105)""}",NA,NA,NA,40,20
97625,surv5,Leucopogon ericoides,2616,NSWFFRDv2.1,"{""Keith David pers. comm."",""Benson McDougall Ecology Sydney Plant Species Cunn"",""EcoGIS 2002""}","{""Life span"",""20-40 (9), 5-20 (1), present & flowering at 30 yo site (105)""}",NA,NA,NA,40,20
97626,surv5,Leucopogon esquamatus,2617,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",5-25}","{""Cell color index 12""}",NA,NA,25,5
97627,surv5,Leucopogon fraseri,2620,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",50?}","{""Cell color index 12"",uncertain}",NA,50,NA,NA
97628,surv5,Leucopogon lanceolatus var. lanceolatus,6425,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""EcoGIS 2002""}","{""Life span"","">25 (1), present at 22 yo site (105)""}",NA,NA,NA,NA,25
97629,surv5,Leucopogon lanceolatus var. lanceolatus,6425,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""EcoGIS 2002""}","{""Life span"","">25 (1), present at 22 yo site (105)""}",NA,NA,NA,NA,25
97630,surv5,Leucopogon microphyllus,2629,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",5-25}","{""Cell color index 12""}",NA,NA,25,5
97631,surv5,Leucopogon microphyllus var. microphyllus,7216,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""EcoGIS 2002""}","{""Life span"",""5-20 (1), present & fruiting at 25 yo site (105)""}",NA,NA,NA,20,5
97632,surv5,Leucopogon microphyllus var. microphyllus,7216,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""EcoGIS 2002""}","{""Life span"",""5-20 (1), present & fruiting at 25 yo site (105)""}",NA,NA,NA,20,5
97633,surv5,Leucopogon muticus,2630,NSWFFRDv2.1,NA,"{""Life span"",medium}",NA,NA,NA,NA,NA
97634,surv5,Leucopogon parviflorus,2632,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",20-100}","{""Cell color index 12""}",NA,NA,100,20
97635,surv5,Leucopogon setiger,2638,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",5-25}","{""Cell color index 12""}",NA,NA,25,5
97636,surv5,Levenhookia dubia,6152,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97637,surv5,Limosella australis,5972,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97638,surv5,Linaria pelisseriana,5978,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97639,surv5,Lindsaea dimorpha,8127,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
97640,surv5,Lindsaea linearis,6406,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97641,surv5,Lindsaea linearis,6406,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97642,surv5,Lissanthe strigosa subsp. subulata,11108,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",long}","{""Cell color index 12""}",NA,NA,NA,NA
97643,surv5,Lobelia andrewsii,14464,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97644,surv5,Lobelia dentata,7072,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",""not evident in long unburnt areas""}","{""Cell color index 12""}",NA,NA,NA,NA
97645,surv5,Lobelia gibbosa,1917,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97646,surv5,Lolium perenne,5032,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97647,surv5,Lolium rigidum,5033,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97648,surv5,Lomandra brevis,6296,NSWFFRDv2.1,NA,"{""Life span"",10-15?}",{uncertain},NA,NA,15,10
97649,surv5,Lomandra cylindrica,6298,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97650,surv5,Lomandra filiformis,6302,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97651,surv5,Lomandra filiformis subsp. coriacea,6511,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
97652,surv5,Lomandra filiformis subsp. filiformis,7931,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
97653,surv5,Lomandra glauca,6304,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97654,surv5,Lomandra longifolia,6308,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",""15? (58)""}",{uncertain},NA,15,NA,NA
97655,surv5,Lomandra longifolia,6308,NSWFFRDv2.1,"{""Hunter Vegetation Washpool National Park Western A"",""Clarke 1989""}","{""Life span"",""5-30 (95, 96)""}",NA,NA,NA,30,5
97656,surv5,Lomandra longifolia,6308,NSWFFRDv2.1,"{""Hunter Vegetation Washpool National Park Western A"",""Clarke 1989""}","{""Life span"",""5-30 (95, 96)""}",NA,NA,NA,30,5
97657,surv5,Lomandra obliqua,6312,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97658,surv5,Lomatia ilicifolia,5443,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97659,surv5,Lomatia myricoides,5444,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",long?}","{""Cell color index 12"",uncertain}",NA,NA,NA,NA
97660,surv5,Lomatia silaifolia,5445,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",40-80}","{""Cell color index 12""}",NA,NA,80,40
97661,surv5,Lophostemon confertus,4242,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",100-200}","{""Cell color index 12""}",NA,NA,200,100
97662,surv5,Luzula modesta,8567,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97663,surv5,Luzula novae-cambriae,3360,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97664,surv5,Lycopodiella lateralis,9293,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97665,surv5,Lycopodiella lateralis,9293,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97666,surv5,Lycopodium deuterodensum,6409,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97667,surv5,Lycopodium fastigiatum,8133,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",5?}","{""Cell color index 12"",uncertain}",NA,5,NA,NA
97668,surv5,Lythrum hyssopifolia,3623,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97669,surv5,Macarthuria neocambrica,3907,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97670,surv5,Maclura cochinchinensis,3928,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>50}","{""Cell color index 12""}",NA,NA,NA,50
97671,surv5,Macrozamia communis,6327,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>60-120}","{""Cell color index 12""}",NA,NA,120,NA
97672,surv5,Macrozamia spiralis,6335,NSWFFRDv2.1,NA,"{""Life span"",>60}",NA,NA,NA,NA,60
97673,surv5,Mallotus philippensis,2735,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>50}","{""Cell color index 12""}",NA,NA,NA,50
97674,surv5,Malva parviflora,3657,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97675,surv5,Malva preissiana,13837,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97676,surv5,Marsdenia flavescens,1231,NSWFFRDv2.1,NA,"{""Life span"",10-50?}",{uncertain},NA,NA,50,10
97677,surv5,Marsdenia rostrata,1234,NSWFFRDv2.1,"{""Clarke 1989""}","{""Life span"",<5}","{""Cell color index 12""}",NA,NA,5,NA
97678,surv5,Maytenus silvestris,2035,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>30}","{""Cell color index 12""}",NA,NA,NA,30
97679,surv5,Medicago minima,2920,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97680,surv5,Medicago polymorpha,2922,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97681,surv5,Medicago truncatula,2926,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97682,surv5,Melaleuca armillaris subsp. armillaris,11117,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",""20-30 (1)""}",NA,NA,NA,30,20
97683,surv5,Melaleuca armillaris subsp. armillaris,11117,NSWFFRDv2.1,"{""Clarke 1989""}","{""Life span"","">30 (96)""}",NA,NA,NA,NA,30
97684,surv5,Melaleuca deanei,4248,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97685,surv5,Melaleuca decora,4249,NSWFFRDv2.1,NA,"{""Life span"",>100}",NA,NA,NA,NA,100
97686,surv5,Melaleuca ericifolia,6391,NSWFFRDv2.1,NA,"{""Life span"",50-100}",NA,NA,NA,100,50
97687,surv5,Melaleuca groveana,4252,NSWFFRDv2.1,"{""Maryott-Brown Wilks 1993""}","{""Life span"",>20?}","{""Cell color index 12"",uncertain}",NA,NA,NA,20
97688,surv5,Melaleuca linariifolia,4257,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",60-150}","{""Cell color index 12""}",NA,NA,150,60
97689,surv5,Melaleuca quinquenervia,4260,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97690,surv5,Melaleuca squamea,4262,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",25-60}","{""Cell color index 12""}",NA,NA,60,25
97691,surv5,Melaleuca squamea,4262,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",25-60}","{""Cell color index 12""}",NA,NA,60,25
97692,surv5,Melaleuca squarrosa,4263,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",40-80}","{""Cell color index 12""}",NA,NA,80,40
97693,surv5,Melaleuca squarrosa,4263,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",40-80}","{""Cell color index 12""}",NA,NA,80,40
97694,surv5,Melaleuca thymifolia,4266,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",40-80}","{""Cell color index 12""}",NA,NA,80,40
97695,surv5,Melaleuca thymifolia,4266,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",40-80}","{""Cell color index 12""}",NA,NA,80,40
97696,surv5,Melia azedarach,3680,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",70-100}","{""Cell color index 12""}",NA,NA,100,70
97697,surv5,Melicytus dentatus,12061,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",60?}","{""Cell color index 12"",uncertain}",NA,60,NA,NA
97698,surv5,Melilotus indicus,2928,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
