"row_number","trait_code","species","species_code","main_source","original_sources","raw_value","original_notes","norm_value","best","upper","lower","sources"
41935,"surv1","Persoonia tenuifolia","5475","NSWFFRDv2.1","{""Clarke Fulloon 1999""}","{""VA Group IX"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Clarke Fulloon 1999"
41939,"surv1","Persoonia terminalis subsp. terminalis","9048","NSWFFRDv2.1","{""Clarke Fulloon 1999""}","{""VA Group II"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is S""}",NA,"None",NA,NA,NA,"Clarke Fulloon 1999"
41944,"surv1","Persoonia virgata","5476","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 2"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is S""}",NA,"None",NA,NA,NA,"Benwell 1998"
41949,"surv1","Petrophile canescens","5477","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Benwell 1998"
41983,"surv1","Petrophile canescens","5477","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group IX"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Benwell 1998"
41984,"surv1","Petrophile canescens","5477","NSWFFRDv2.1","{""Clarke Fulloon 1999""}","{""VA Group IX"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Clarke Fulloon 1999"
41994,"surv1","Petrophile pulchella","5479","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is Sr""}",NA,"All",NA,NA,NA,"Benwell 1998"
42080,"surv1","Phebalium glandulosum subsp. eglandulosum","9419","NSWFFRDv2.1","{""Clarke Fulloon 1999""}","{""VA Group II"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is S""}",NA,"None",NA,NA,NA,"Clarke Fulloon 1999"
42251,"surv1","Philotheca epilosa","12004","NSWFFRDv2.1","{""Clarke Fulloon 1999""}","{""VA Group VIII"",""Killed by 100% scorch; seed storage unknown"",""Overall value of fireresponse column is S""}",NA,"None",NA,NA,NA,"Clarke Fulloon 1999"
42292,"surv1","Philotheca salsolifolia subsp. salsolifolia","10596","NSWFFRDv2.1","{""Benson 1985""}","{""VA Group 8"",""Killed by 100% scorch; seed storage unknown"",""Overall value of fireresponse column is Rs""}","{""Variable (39)""}","None",NA,NA,NA,"Benson 1985"
42841,"surv1","Phragmites australis","5113","NSWFFRDv2.1","{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Keith 1991"
42855,"surv1","Phyllanthus hirtellus","8216","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is Rs""}","{""Mortality 27-49% (57), No resprouting at 4 months post-fire site, resprouting at 1 y post-fire site (105)""}","All",NA,NA,NA,"Benwell 1998"
42859,"surv1","Phyllanthus hirtellus","8216","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group IX"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is Rs""}","{""Mortality 27-49% (57), No resprouting at 4 months post-fire site, resprouting at 1 y post-fire site (105)""}","All",NA,NA,NA,"Benwell 1998"
42895,"surv1","Phyllota phylicoides","2958","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 4"",""Survives 100% scorch; resprouts from root suckers or rhizomes"",""Overall value of fireresponse column is S/R""}","{""Variable (39)""}","All",NA,NA,NA,"Benwell 1998"
42898,"surv1","Phyllota phylicoides","2958","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group IV"",""Survives 100% scorch; resprouts from root suckers or rhizomes"",""Overall value of fireresponse column is S/R""}","{""Variable (39)""}","All",NA,NA,NA,"Benwell 1998"
42965,"surv1","Pimelea linifolia","6182","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 2"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is S/R""}","{""Variable fire response (6), Mortlaity 100% (57); Post-fire abundance decrease (57)""}","None",NA,NA,NA,"Benwell 1998"
42966,"surv1","Pimelea linifolia","6182","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is S/R""}","{""Variable fire response (6), Mortlaity 100% (57); Post-fire abundance decrease (57)""}","All",NA,NA,NA,"Benwell 1998"
42976,"surv1","Pimelea linifolia","6182","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group IX"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is S/R""}","{""Variable fire response (6), Mortlaity 100% (57); Post-fire abundance decrease (57)""}","All",NA,NA,NA,"Benwell 1998"
43099,"surv1","Platysace ericoides","1143","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 4"",""Survives 100% scorch; resprouts from root suckers or rhizomes"",""Overall value of fireresponse column is Sr""}","{""Variable fire response (6, 39), Mortality 65-82% (57); Post-fire abundance equal after spring burn, increase after autumn burn (57)""}","All",NA,NA,NA,"Benwell 1998"
43100,"surv1","Platysace ericoides","1143","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 2"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is Sr""}","{""Variable fire response (6, 39), Mortality 65-82% (57); Post-fire abundance equal after spring burn, increase after autumn burn (57)""}","None",NA,NA,NA,"Benwell 1998"
43123,"surv1","Platysace linearifolia","1145","NSWFFRDv2.1","{""Benson 1985""}","{""VA Group 8"",""Killed by 100% scorch; seed storage unknown"",""Overall value of fireresponse column is Rs""}","{""May be killed by high intensity fire (1), Variable (39)""}","None",NA,NA,NA,"Benson 1985"
43124,"surv1","Platysace linearifolia","1145","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is Rs""}","{""May be killed by high intensity fire (1), Variable (39)""}","All",NA,NA,NA,"Benwell 1998"
43148,"surv1","Plinthanthesis paradoxa","5117","NSWFFRDv2.1","{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Keith 1991"
43375,"surv1","Pomax umbellata","5703","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 2"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is S""}","{""Post-fire abundance increase (M)""}","None",NA,NA,NA,"Benwell 1998"
43416,"surv1","Prasophyllum australe","4491","NSWFFRDv2.1","{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Keith 1991"
43421,"surv1","Prasophyllum brevilabre","4494","NSWFFRDv2.1","{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}","{""Post-fire abundance decrease (P)""}","All",NA,NA,NA,"Keith 1991"
43517,"surv1","Prostanthera teretifolia","3436","NSWFFRDv2.1","{""Clarke Fulloon 1999""}","{""VA Group II"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is S""}","{""5% plants resprouted after fire; resprouts after drought (69)""}","None",NA,NA,NA,"Clarke Fulloon 1999"
43533,"surv1","Pseudanthus orientalis","2756","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 8"",""Killed by 100% scorch; seed storage unknown"",""Overall value of fireresponse column is Sr""}","{""Variable fire response (6)""}","None",NA,NA,NA,"Benwell 1998"
43537,"surv1","Pseudanthus orientalis","2756","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group II"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is Sr""}","{""Variable fire response (6)""}","None",NA,NA,NA,"Benwell 1998"
43538,"surv1","Pseudanthus orientalis","2756","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group IX"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is Sr""}","{""Variable fire response (6)""}","All",NA,NA,NA,"Benwell 1998"
43542,"surv1","Pseudanthus ovalifolius","9467","NSWFFRDv2.1","{""Clarke Fulloon 1999""}","{""VA Group IX"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Clarke Fulloon 1999"
43578,"surv1","Pteridium esculentum","6403","NSWFFRDv2.1","{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}","{""Juveniles die (67); Post-fire abundance increase (CT, M)""}","All",NA,NA,NA,"Keith 1991"
43663,"surv1","Pterostylis parviflora","4566","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}","{""Post-fire abundance decrease (P)""}","All",NA,NA,NA,"Benwell 1998"
43665,"surv1","Pterostylis parviflora","4566","NSWFFRDv2.1","{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}","{""Post-fire abundance decrease (P)""}","All",NA,NA,NA,"Keith 1991"
43680,"surv1","Ptilothrix deusta","8956","NSWFFRDv2.1","{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Keith 1991"
43736,"surv1","Pultenaea divaricata","2987","NSWFFRDv2.1","{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Keith 1991"
43747,"surv1","Pultenaea foliolosa","2994","NSWFFRDv2.1","{""Clarke Fulloon 1999""}","{""VA Group IX"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}","{""Seedlings killed (69)""}","All",NA,NA,NA,"Clarke Fulloon 1999"
43830,"surv1","Pultenaea tuberculata","11386","NSWFFRDv2.1","{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is Rs""}","{""Variable (1, 39)""}","All",NA,NA,NA,"Keith 1991"
43926,"surv1","Rhynchospora rubra","2484","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 2"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is S""}",NA,"None",NA,NA,NA,"Benwell 1998"
43947,"surv1","Ricinocarpos pinifolius","2759","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is Rs""}",NA,"All",NA,NA,NA,"Benwell 1998"
43952,"surv1","Ricinocarpos pinifolius","2759","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group IX"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is Rs""}",NA,"All",NA,NA,NA,"Benwell 1998"
44158,"surv1","Schizaea bifida","8181","NSWFFRDv2.1","{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Keith 1991"
44191,"surv1","Schoenus brevifolius","2492","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 4"",""Survives 100% scorch; resprouts from root suckers or rhizomes"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Benwell 1998"
44195,"surv1","Schoenus brevifolius","2492","NSWFFRDv2.1","{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Keith 1991"
44197,"surv1","Schoenus brevifolius","2492","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group IV"",""Survives 100% scorch; resprouts from root suckers or rhizomes"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Benwell 1998"
44204,"surv1","Schoenus ericetorum","2495","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Benwell 1998"
44206,"surv1","Schoenus ericetorum","2495","NSWFFRDv2.1","{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Keith 1991"
44210,"surv1","Schoenus ericetorum","2495","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group IX"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Benwell 1998"
44226,"surv1","Schoenus lepidosperma subsp. pachylepis","9057","NSWFFRDv2.1","{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Keith 1991"
44233,"surv1","Schoenus maschalinus","2499","NSWFFRDv2.1","{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Keith 1991"
44244,"surv1","Schoenus paludosus","2504","NSWFFRDv2.1","{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Keith 1991"
44253,"surv1","Schoenus turbinatus","2507","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 2"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is S/R""}",NA,"None",NA,NA,NA,"Benwell 1998"
44286,"surv1","Selaginella uliginosa","8187","NSWFFRDv2.1","{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Keith 1991"
44318,"surv1","Senecio hispidulus","1664","NSWFFRDv2.1","{""Keith 1991""}","{""VA Group 8"",""Killed by 100% scorch; seed storage unknown"",""Overall value of fireresponse column is S""}",NA,"None",NA,NA,NA,"Keith 1991"
44374,"surv1","Senecio vulgaris","1681","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 8"",""Killed by 100% scorch; seed storage unknown"",""Overall value of fireresponse column is S""}",NA,"None",NA,NA,NA,"Benwell 1998"
44547,"surv1","Sowerbaea juncea","3567","NSWFFRDv2.1","{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Keith 1991"
44548,"surv1","Sowerbaea juncea","3567","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Benwell 1998"
44551,"surv1","Sowerbaea juncea","3567","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group IX"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Benwell 1998"
44585,"surv1","Sporadanthus gracilis","10603","NSWFFRDv2.1","{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Keith 1991"
44589,"surv1","Sporadanthus interruptus","10604","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 4"",""Survives 100% scorch; resprouts from root suckers or rhizomes"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Benwell 1998"
44590,"surv1","Sporadanthus interruptus","10604","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group IV"",""Survives 100% scorch; resprouts from root suckers or rhizomes"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Benwell 1998"
44620,"surv1","Sprengelia sprengelioides","2655","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 2"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is S""}",NA,"None",NA,NA,NA,"Benwell 1998"
44656,"surv1","Stackhousia nuda","6122","NSWFFRDv2.1","{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is Rs""}","{""Variable fire response (6)""}","All",NA,NA,NA,"Keith 1991"
44657,"surv1","Stackhousia nuda","6122","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is Rs""}","{""Variable fire response (6)""}","All",NA,NA,NA,"Benwell 1998"
44659,"surv1","Stackhousia nuda","6122","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group IX"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is Rs""}","{""Variable fire response (6)""}","All",NA,NA,NA,"Benwell 1998"
44660,"surv1","Stackhousia nuda","6122","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group II"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is Rs""}","{""Variable fire response (6)""}","None",NA,NA,NA,"Benwell 1998"
44724,"surv1","Stylidium debile","6154","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Benwell 1998"
44736,"surv1","Stylidium graminifolium","6157","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is Rs""}","{""Mortality 0% after low intensity burn (99); Post-fire abundance decrease (P)""}","All",NA,NA,NA,"Benwell 1998"
44742,"surv1","Stylidium graminifolium","6157","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group IX"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is Rs""}","{""Mortality 0% after low intensity burn (99); Post-fire abundance decrease (P)""}","All",NA,NA,NA,"Benwell 1998"
44755,"surv1","Stylidium lineare","6159","NSWFFRDv2.1","{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Keith 1991"
44786,"surv1","Styphelia triflora","2660","NSWFFRDv2.1","{""Clarke Fulloon 1999""}","{""VA Group II"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is S""}",NA,"None",NA,NA,NA,"Clarke Fulloon 1999"
44796,"surv1","Styphelia viridis","2662","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 2"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is S""}",NA,"None",NA,NA,NA,"Benwell 1998"
44882,"surv1","Tetraria capillaris","2516","NSWFFRDv2.1","{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Keith 1991"
44929,"surv1","Tetratheca thymifolia","6214","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 2"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is Sr""}","{""Variable fire response (6); some resprouting, mostly killed (105)""}","None",NA,NA,NA,"Benwell 1998"
44930,"surv1","Tetratheca thymifolia","6214","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is Sr""}","{""Variable fire response (6); some resprouting, mostly killed (105)""}","All",NA,NA,NA,"Benwell 1998"
44936,"surv1","Thelionema caespitosum","7664","NSWFFRDv2.1","{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Keith 1991"
44940,"surv1","Thelionema grande","8301","NSWFFRDv2.1","{""Clarke Fulloon 1999""}","{""VA Group IV"",""Survives 100% scorch; resprouts from root suckers or rhizomes"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Clarke Fulloon 1999"
44944,"surv1","Thelionema umbellatum","6461","NSWFFRDv2.1","{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Keith 1991"
44967,"surv1","Thelymitra ixioides var. ixioides","8968","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Benwell 1998"
44996,"surv1","Themeda australis","5219","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Benwell 1998"
44998,"surv1","Themeda australis","5219","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group IX"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Benwell 1998"
45007,"surv1","Themeda triandra","7770","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}","{""100% survival in semi arid conditions (133)""}","All",NA,NA,NA,"Benwell 1998"
45057,"surv1","Thysanotus tuberosus subsp. tuberosus","6427","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is Rs""}","{""Juveniles die (67); Post-fire abundance decrease (P)""}","All",NA,NA,NA,"Benwell 1998"
45111,"surv1","Tricoryne elatior","7355","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Benwell 1998"
45118,"surv1","Tricoryne simplex","3577","NSWFFRDv2.1","{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Keith 1991"
45122,"surv1","Tricostularia pauciflora","2518","NSWFFRDv2.1","{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Keith 1991"
45205,"surv1","Utricularia dichotoma","3507","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 2"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is R""}","{""Variable (39)""}","None",NA,NA,NA,"Benwell 1998"
45206,"surv1","Utricularia dichotoma","3507","NSWFFRDv2.1","{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}","{""Variable (39)""}","All",NA,NA,NA,"Keith 1991"
45214,"surv1","Utricularia lateriflora","3508","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 2"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is R""}","{""Variable (39)""}","None",NA,NA,NA,"Benwell 1998"
45215,"surv1","Utricularia lateriflora","3508","NSWFFRDv2.1","{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}","{""Variable (39)""}","All",NA,NA,NA,"Keith 1991"
45269,"surv1","Villarsia exaltata","3692","NSWFFRDv2.1","{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is Rs""}","{""Variable (39)""}","All",NA,NA,NA,"Keith 1991"
45417,"surv1","Woollsia pungens","2664","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 2"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is Sr""}","{""Variable (39)""}","None",NA,NA,NA,"Benwell 1998"
45448,"surv1","Xanthorrhoea fulva","8771","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Benwell 1998"
45462,"surv1","Xanthorrhoea johnsonii","6317","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Benwell 1998"
45489,"surv1","Xanthorrhoea resinosa","6321","NSWFFRDv2.1","{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Keith 1991"
45502,"surv1","Xanthosia dissecta","1161","NSWFFRDv2.1","{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Keith 1991"
45506,"surv1","Xanthosia pilosa","1162","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 2"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is Sr""}","{""Both resprouting and killed forms seen in Garigal NP; (1), Variable (39)""}","None",NA,NA,NA,"Benwell 1998"
45552,"surv1","Xyris juncea","6323","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Benwell 1998"
45553,"surv1","Xyris juncea","6323","NSWFFRDv2.1","{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Keith 1991"
45557,"surv1","Xyris operculata","6324","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Benwell 1998"
45558,"surv1","Xyris operculata","6324","NSWFFRDv2.1","{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Keith 1991"
45565,"surv1","Xyris ustulata","6325","NSWFFRDv2.1","{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,"All",NA,NA,NA,"Keith 1991"
45595,"surv1","Zieria laevigata","5841","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is Sr""}","{""Variable fire response (6)""}","All",NA,NA,NA,"Benwell 1998"
45598,"surv1","Zieria laevigata","5841","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group IX"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is Sr""}","{""Variable fire response (6)""}","All",NA,NA,NA,"Benwell 1998"
45599,"surv1","Zieria laevigata","5841","NSWFFRDv2.1","{""Benwell 1998""}","{""VA Group II"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is Sr""}","{""Variable fire response (6)""}","None",NA,NA,NA,"Benwell 1998"
49017,"germ1","Callistemon pungens","9126","NSWFFRDv2.1","{""Clarke Fulloon 1999""}","{""Seed storage"",""serotinous canopy""}","{""Cell color index 12""}","Canopy",NA,NA,NA,"Clarke Fulloon 1999"
58175,"rect2","Leucopogon melaleucoides","2628","NSWFFRDv2.1","{""Benwell 1998""}","{Establishment,""T (observed 6 yrs after fire)"",->,T}","{""Cell color index 12"",""original record split into multiple entries, prob. different sources""}","Tolerant",NA,NA,NA,"Benwell 1998"
58421,"rect2","Prostanthera teretifolia","3436","NSWFFRDv2.1","{""Clarke Fulloon 1999""}","{Establishment,T}","{""Cell color index 12""}","Tolerant",NA,NA,NA,"Clarke Fulloon 1999"
59624,"repr2","Thelymitra ixioides var. ixioides","8968","NSWFFRDv2.1","{""Benwell 1998"",""Keith David pers. comm.""}","{""Post-fire flowering"",facultative}","{""Cell color index 12""}","Facultative",NA,NA,NA,"Benwell 1998"
